Материал;Краткий текст материала;ЕИ;ГруппаМтр;КлОцн;Вид оценки;ВидМ;;Названия строк;Количество по полю КлОцн
10302059;Выключатель OptiDin ВМ63-3С16;ШТ;101020100;1061;10;ROH;;;
10302060;Колесо рабочее насоса К80-50-200;ШТ;107010200;700;7;ROH;;;
10302060;Колесо рабочее насоса К80-50-200;ШТ;107010200;1064;10;ROH;;;
10302061;Уплотнение торцевое насоса А-3Вх2-320/16;ШТ;107010200;700;7;ROH;;;
10302061;Уплотнение торцевое насоса А-3Вх2-320/16;ШТ;107010200;1064;10;ROH;;;
10302062;Ерш бутылок L270мм щетина натур, с ручк;ШТ;114030000;1210;10;ROH;;;
10302063;Подшипник 80206 ГОСТ 7242-81;ШТ;105080000;1062;10;ROH;;;
10302064;Труба бесшовн 28х5,5 ТУ 14-3р-55-2001;Т;106010000;1090;10;ROH;;;
10302065;Ввод ГТТА-60-110/800 У1 2.ЩЦ.809.024-01;ШТ;101010400;700;7;ROH;;;
10302065;Ввод ГТТА-60-110/800 У1 2.ЩЦ.809.024-01;ШТ;101010400;1061;10;ROH;;;
10302066;МаномДМ2005Сг 400кгс/см2-IP53-ЦСМ-Ном-Пл;ШТ;111010000;700;7;ROH;;;
10302066;МаномДМ2005Сг 400кгс/см2-IP53-ЦСМ-Ном-Пл;ШТ;111010000;1062;10;ROH;;;
10302067;Пластина уплотнительная ТБ-3-20-125;ШТ;107070200;700;7;ROH;;;
10302067;Пластина уплотнительная ТБ-3-20-125;ШТ;107070200;1064;10;ROH;;;
10302068;"Контейнер внешний Chronos для HDD 3,5""";ШТ;115060000;700;7;ROH;;;
10302068;"Контейнер внешний Chronos для HDD 3,5""";ШТ;115060000;1163;10;ROH;;;
10302069;Ключ гаечный двусторонний 14х17;ШТ;108010000;1130;10;ROH;;;
10302070;Подшипник 6315 SKF С3;ШТ;105080000;1062;10;ROH;;;
10302071;Жалюзи вертикальны Диагональ 1,3х2,3 беж;ШТ;118100000;1150;10;ROH;;;
10302072;Обновление к справ.инж.по ПБ апрель 2017;ШТ;118080000;1161;10;ROH;;;
10302073;Тетрадь общая 96л,клет А4.скреп.обл бумв;ШТ;118020000;1161;10;ROH;;;
10302074;Полка 2-х ярусная угловая 210*200*300;ШТ;118010000;1150;10;ROH;;;
10302075;Ручка гелевая G-5680 258076 син;ШТ;118020000;1161;10;ROH;;;
10302076;Ось клапана обратного 19с47нж ДУ600 Ру4;ШТ;106110000;700;7;ROH;;;
10302076;Ось клапана обратного 19с47нж ДУ600 Ру4;ШТ;106110000;1080;10;ROH;;;
10302077;Бумага диаграммная 1311;М2;118080000;1161;10;ROH;;;
10302078;Стакан для пишущ.принадл. Стамм СН502;ШТ;118020000;1161;10;ROH;;;
10302079;Пароизоляция Изоспан D 70 кв.м.универс;ШТ;113020000;1220;10;ROH;;;
10302080;Шпилька АМ12х75 Сталь 35 ГОСТ 9066;КГ;105040000;1070;10;ROH;;;
10302081;Глюкоза фармацевтическая;КГ;114020000;1050;10;ROH;;;
10302082;Фильтр масляный к компрессору GA-37WFF;ШТ;107020200;700;7;ROH;;;
10302082;Фильтр масляный к компрессору GA-37WFF;ШТ;107020200;1064;10;ROH;;;
10302083;Модуль ADAM-6017;ШТ;111020000;700;7;ROH;;;
10302083;Модуль ADAM-6017;ШТ;111020000;1062;10;ROH;;;
10302084;Болт М12х65 оцинк.;ШТ;105040000;1070;10;ROH;;;
10302085;Рекомендация ФСТЭК РФ;ШТ;118080000;1161;10;ROH;;;
10302086;Муфта 3СТп-1 3х(35-50)мм2 1кВ;ШТ;102040000;700;7;ROH;;;
10302086;Муфта 3СТп-1 3х(35-50)мм2 1кВ;ШТ;102040000;1061;10;ROH;;;
10302087;Прокладка 298х259 ч.ПР-36 ст.12х18н9т;ШТ;106110000;700;7;ROH;;;
10302087;Прокладка 298х259 ч.ПР-36 ст.12х18н9т;ШТ;106110000;1080;10;ROH;;;
10302088;Амперметр Э365-1 1,5кА 1500/5 50Гц;ШТ;111010000;700;7;ROH;;;
10302088;Амперметр Э365-1 1,5кА 1500/5 50Гц;ШТ;111010000;1062;10;ROH;;;
10302089;Колбаса п/к Московская;КГ;118070000;1200;10;ROH;;;
10302090;Светильник светодиодный универсальный Na;ШТ;101060000;700;7;ROH;;;
10302090;Светильник светодиодный универсальный Na;ШТ;101060000;1061;10;ROH;;;
10302091;Лопатка В-11854;ШТ;107070200;700;7;ROH;;;
10302091;Лопатка В-11854;ШТ;107070200;1064;10;ROH;;;
10302092;Привязь удерживающая с широким кушаком;ШТ;116010000;700;7;ROH;;;
10302092;Привязь удерживающая с широким кушаком;ШТ;116010000;1130;10;ROH;;;
10302093;Манометр МП3-УУ2 от 0- 16 кгс/см2;ШТ;111010000;700;7;ROH;;;
10302093;Манометр МП3-УУ2 от 0- 16 кгс/см2;ШТ;111010000;1062;10;ROH;;;
10302094;Труба 273х8.0мм ст20 ГОСТ 8732-78В;Т;106010000;1090;10;ROH;;;
10302095;Трубка термоусадочная ТСТ 25/14,5;М;113030000;700;7;ROH;;;
10302095;Трубка термоусадочная ТСТ 25/14,5;М;113030000;1220;10;ROH;;;
10302096;Кольцо СТ-171506;ШТ;107070200;700;7;ROH;;;
10302096;Кольцо СТ-171506;ШТ;107070200;1064;10;ROH;;;
10302097;Маркер выделитель текста Attache Selecti;НАБ;118020000;1161;10;ROH;;;
10302098;Втулка ч.819.01.140.08 СЭ 1250-140-11;ШТ;107010200;700;7;ROH;;;
10302098;Втулка ч.819.01.140.08 СЭ 1250-140-11;ШТ;107010200;1064;10;ROH;;;
10302099;Костюм х/б (жен) 44-46/170-176;ШТ;118090100;1140;10;ROH;;;
10302100;Краситель красный легкосмываемый КХ, ЧДА;КГ;114020000;1050;10;ROH;;;
10302101;Клейкая лента бумажн малярн 48 х 50;ШТ;118020000;1161;10;ROH;;;
10302102;Пластина уплот. 17 ст. R521 72.3670.521;ШТ;107070200;700;7;ROH;;;
10302102;Пластина уплот. 17 ст. R521 72.3670.521;ШТ;107070200;1064;10;ROH;;;
10302103;Нож строительный Клипер в чехле;ШТ;108010000;1130;10;ROH;;;
10302104;Карта-схема Исходные данные с текст.прил;ШТ;118130000;1161;10;ROH;;;
10302105;Набор маркеров STABILO неон 2-5 мм 4 цв;ШТ;118020000;1161;10;ROH;;;
10302106;Станок для валика d=6,д/вал.100-150мм;ШТ;118100000;1150;10;ROH;;;
10302107;ТСМ Метран-203-01-320-В-3-1-Н10-У1.1-ГП;ШТ;111010000;700;7;ROH;;;
10302107;ТСМ Метран-203-01-320-В-3-1-Н10-У1.1-ГП;ШТ;111010000;1062;10;ROH;;;
10302108;Коннектор PJ-45;ШТ;102040000;700;7;ROH;;;
10302108;Коннектор PJ-45;ШТ;102040000;1061;10;ROH;;;
10302109;Выключатель OptiDin ВМ63-2В40;ШТ;101020100;700;7;ROH;;;
10302109;Выключатель OptiDin ВМ63-2В40;ШТ;101020100;1061;10;ROH;;;
10302110;Папка для черчения А4 24л. ГОЗНАК ватман;ШТ;115020000;1163;10;ROH;;;
10302111;Мультиметр АМ 1019;ШТ;111010000;700;7;ROH;;;
10302111;Мультиметр АМ 1019;ШТ;111010000;1062;10;ROH;;;
10302112;Труба 60х4-ст.20 500х500х1471 ч.6077;ШТ;107030300;700;7;ROH;;;
10302112;Труба 60х4-ст.20 500х500х1471 ч.6077;ШТ;107030300;1064;10;ROH;;;
10302113;Кастрюля эмалированная 9 л;ШТ;118100000;1150;10;ROH;;;
10302114;Ремень клиновой СМБ-550;ШТ;113030000;700;7;ROH;;;
10302114;Ремень клиновой СМБ-550;ШТ;113030000;1220;10;ROH;;;
10302115;Проушина угловая 30х70;ШТ;105060000;1070;10;ROH;;;
10302116;Цевка;ШТ;107070200;700;7;ROH;;;
10302116;Цевка;ШТ;107070200;1064;10;ROH;;;
10302117;Антифриз -40 красный;Л;109040000;700;7;ROH;;;
10302117;Антифриз -40 красный;Л;109040000;1210;10;ROH;;;
10302118;Шпилька М27х170;ШТ;105040000;1070;10;ROH;;;
10302119;Полумуфта ч.89415;ШТ;107070200;700;7;ROH;;;
10302119;Полумуфта ч.89415;ШТ;107070200;1064;10;ROH;;;
10302120;Пластина 2Ф-I-ТМКЩ-С-10 ГОСТ 7338-90;КГ;113030000;700;7;ROH;;;
10302120;Пластина 2Ф-I-ТМКЩ-С-10 ГОСТ 7338-90;КГ;113030000;1220;10;ROH;;;
10302121;Кабель КВВГЭнг 10х2,5 ГОСТ 1508-78;М;102020000;700;7;ROH;;;
10302121;Кабель КВВГЭнг 10х2,5 ГОСТ 1508-78;М;102020000;1061;10;ROH;;;
10302122;Лампа Osram Dulux S/E 11W/840 2G7;ШТ;101060000;700;7;ROH;;;
10302122;Лампа Osram Dulux S/E 11W/840 2G7;ШТ;101060000;1061;10;ROH;;;
10302123;Тарелка Ф100 ч.В-1166754;ШТ;107070200;700;7;ROH;;;
10302123;Тарелка Ф100 ч.В-1166754;ШТ;107070200;1064;10;ROH;;;
10302124;Набор London City LC/RG-180S;НАБ;118020000;1161;10;ROH;;;
10302125;Светильник Трансвит Гамма 1 20Вт 220В;ШТ;101060000;700;7;ROH;;;
10302125;Светильник Трансвит Гамма 1 20Вт 220В;ШТ;101060000;1061;10;ROH;;;
10302126;Кран шаровой BV17F-050 Ду50 Ру4;ШТ;106100000;700;7;ROH;;;
10302126;Кран шаровой BV17F-050 Ду50 Ру4;ШТ;106100000;1080;10;ROH;;;
10302127;Пускатель ПМА-3402 380В;ШТ;101020400;700;7;ROH;;;
10302127;Пускатель ПМА-3402 380В;ШТ;101020400;1061;10;ROH;;;
10302128;Станок Metabo ofE 1229 Signal;ШТ;107100100;700;7;ROH;;;
10302128;Станок Metabo ofE 1229 Signal;ШТ;107100100;1062;10;ROH;;;
10302129;Морс клюквенный 1л;ШТ;118070000;1200;10;ROH;;;
10302130;Сверло с цилин.хвост.2,1мм ГОСТ10902-77;ШТ;108010000;1130;10;ROH;;;
10302131;Колесо зубчатое арт.АР-797;ШТ;101040200;700;7;ROH;;;
10302131;Колесо зубчатое арт.АР-797;ШТ;101040200;1061;10;ROH;;;
10302132;Свеча BRISK L17С к-т 4 шт ГАЗ(406дв);ШТ;109040000;700;7;ROH;;;
10302132;Свеча BRISK L17С к-т 4 шт ГАЗ(406дв);ШТ;109040000;1210;10;ROH;;;
10302133;Устройство сопряжения оптическое УСО-2;ШТ;112020000;1063;10;ROH;;;
10302134;Подшипник 6-180205 ГОСТ 520-2011;ШТ;105080000;1062;10;ROH;;;
10302135;Преобразователь П122-5-55-d60-03;ШТ;111010000;700;7;ROH;;;
10302135;Преобразователь П122-5-55-d60-03;ШТ;111010000;1062;10;ROH;;;
10302136;Орех кешью;КГ;118070000;1200;10;ROH;;;
10302137;СО Сухой остаток 50,0мг/мл в воде,5мл/ам;АМП;114020000;1050;10;ROH;;;
10302138;Гайка задвижки Ф600;ШТ;107010200;700;7;ROH;;;
10302138;Гайка задвижки Ф600;ШТ;107010200;1064;10;ROH;;;
10302139;Гидромасло марки Р;Л;104050000;1120;10;ROH;;;
10302140;ГСО 7835-00 Железо (III) 1мг/мл HNO3 5мл;АМП;114020000;1050;10;ROH;;;
10302141;Золотник ч.ТБЗ-107-14;ШТ;107070200;700;7;ROH;;;
10302141;Золотник ч.ТБЗ-107-14;ШТ;107070200;1064;10;ROH;;;
10302142;"Дискета Verbatim 3,5"" 10шт";ШТ;115060000;700;7;ROH;;;
10302142;"Дискета Verbatim 3,5"" 10шт";ШТ;115060000;1163;10;ROH;;;
10302143;Букса переключения ТБЗ-103-20;ШТ;107070200;700;7;ROH;;;
10302143;Букса переключения ТБЗ-103-20;ШТ;107070200;1064;10;ROH;;;
10302144;Подшипник 2320 радиальный;ШТ;105080000;1062;10;ROH;;;
10302145;Прокат медный сортовой D20мм;КГ;105020000;1070;10;ROH;;;
10302146;Пассатижи диэлектрические до 1000В 160мм;ШТ;108010000;1130;10;ROH;;;
10302147;Календарь настен, 2017,ПРЕМ ТРИО, 572525;ШТ;118020000;1161;10;ROH;;;
10302148;Шпилька 8БС.932.586 ,М12х40;ШТ;101010500;700;7;ROH;;;
10302148;Шпилька 8БС.932.586 ,М12х40;ШТ;101010500;1061;10;ROH;;;
10302149;Ручка шариковая Attache Style красная;ШТ;118020000;1161;10;ROH;;;
10302150;Смазка Mobilgrease Special, 18 кг;ШТ;104090000;1120;10;ROH;;;
10302151;Отвертка крестовая GeeTee 2х150;ШТ;108010000;1130;10;ROH;;;
10302152;Мармелад в шоколаде 160г;ШТ;118070000;1200;10;ROH;;;
10302153;Материал ЭКОТЕС ЛП-1 1500х2000х1,0;ЛСТ;113070000;1220;10;ROH;;;
10302154;Подшипник 170412 ГОСТ 520-2011;ШТ;105080000;1062;10;ROH;;;
10302155;Точилка для карандашей KW-Trio 314A;ШТ;118020000;1161;10;ROH;;;
10302156;Гипсокартон влаг.Knauf 3000х1200х12,5;М2;113010000;700;7;ROH;;;
10302156;Гипсокартон влаг.Knauf 3000х1200х12,5;М2;113010000;1180;10;ROH;;;
10302157;Терм.ТСМ-1193-25(1600)-50М/С/4, Л96, Д3;ШТ;111010000;700;7;ROH;;;
10302157;Терм.ТСМ-1193-25(1600)-50М/С/4, Л96, Д3;ШТ;111010000;1062;10;ROH;;;
10302158;Изолятор С-35;ШТ;101010400;700;7;ROH;;;
10302158;Изолятор С-35;ШТ;101010400;1061;10;ROH;;;
10302159;Блок-кубик запасной Attache 9х9х5, белый;ШТ;118020000;1161;10;ROH;;;
10302160;Пакеты для мусора;УПК;118100000;1150;10;ROH;;;
10302161;Муфта 3СТп-10-70/120-10-150/240-10-35/50;ШТ;102040000;700;7;ROH;;;
10302161;Муфта 3СТп-10-70/120-10-150/240-10-35/50;ШТ;102040000;1061;10;ROH;;;
10302162;Чулки шерстяные р.40;ПАР;118090100;1140;10;ROH;;;
10302163;Тройник вн Ostendorf 50 мм, 45° двухраст;ШТ;106090000;700;7;ROH;;;
10302163;Тройник вн Ostendorf 50 мм, 45° двухраст;ШТ;106090000;1080;10;ROH;;;
10302164;Компенсатор однолинзовый К-50/00.00;ШТ;106090000;700;7;ROH;;;
10302164;Компенсатор однолинзовый К-50/00.00;ШТ;106090000;1080;10;ROH;;;
10302165;Проектор BenQ MX507;ШТ;115010000;700;7;ROH;;;
10302165;Проектор BenQ MX507;ШТ;115010000;1163;10;ROH;;;
10302166;Пластина уплотнительная ТБ-3-20-130;ШТ;107070200;700;7;ROH;;;
10302166;Пластина уплотнительная ТБ-3-20-130;ШТ;107070200;1064;10;ROH;;;
10302167;Секрет замка ECO AL Л-60 (латунь);ШТ;118100000;1150;10;ROH;;;
10302168;Реле РН-54/160;ШТ;102010000;700;7;ROH;;;
10302168;Реле РН-54/160;ШТ;102010000;1061;10;ROH;;;
10302169;Ключ гаечный накидной двуст.8х10;ШТ;108010000;1130;10;ROH;;;
10302170;"Листовка А4 с логотипом ОАО ""ТГК-1""";ШТ;118100000;1150;10;ROH;;;
10302171;Комплект К-03Ш-2х4-52х32х60 КГФ-Г;КМП;113070000;1220;10;ROH;;;
10302172;Лампа светодиодная LED 8Вт G13 белый 600;ШТ;101060000;700;7;ROH;;;
10302172;Лампа светодиодная LED 8Вт G13 белый 600;ШТ;101060000;1061;10;ROH;;;
10302173;Пускатель КМД-09522 220В;ШТ;101020400;700;7;ROH;;;
10302173;Пускатель КМД-09522 220В;ШТ;101020400;1061;10;ROH;;;
10302174;Штора рулонная беж. Ш=148хВ=148;ШТ;118100000;1150;10;ROH;;;
10302175;Диск DVD+R TDK 8.5ГБ, 8x, 10шт.;ШТ;115060000;700;7;ROH;;;
10302175;Диск DVD+R TDK 8.5ГБ, 8x, 10шт.;ШТ;115060000;1163;10;ROH;;;
10302176;Нож кухонный 20 см;ШТ;118100000;1150;10;ROH;;;
10302177;Прокладка зубчатая Н-177а;ШТ;107030300;700;7;ROH;;;
10302177;Прокладка зубчатая Н-177а;ШТ;107030300;1064;10;ROH;;;
10302178;Комплект ЗИП затвора 1.02.1.01.080-02;ШТ;106110000;700;7;ROH;;;
10302178;Комплект ЗИП затвора 1.02.1.01.080-02;ШТ;106110000;1080;10;ROH;;;
10302179;Подшипник 228 ГОСТ 8338-75;ШТ;105080000;1062;10;ROH;;;
10302180;Книга учета Attache А4 68070;ШТ;118080000;1161;10;ROH;;;
10302181;Ящик с рубильником и предохр. ЯРП-250А I;ШТ;101050000;700;7;ROH;;;
10302181;Ящик с рубильником и предохр. ЯРП-250А I;ШТ;101050000;1061;10;ROH;;;
10302182;Втулка регул. клапана ч.159832-2;ШТ;107070200;700;7;ROH;;;
10302182;Втулка регул. клапана ч.159832-2;ШТ;107070200;1064;10;ROH;;;
10302183;Аморт Газель масл 120911 FINWHALE;ШТ;109040000;700;7;ROH;;;
10302183;Аморт Газель масл 120911 FINWHALE;ШТ;109040000;1210;10;ROH;;;
10302184;Сыр легкий 300г;УПК;118070000;1200;10;ROH;;;
10302185;Лопата снегоуборочная без черенка;ШТ;108010000;1130;10;ROH;;;
10302186;Секция Н18.37.43.02 к насосу КсВ;ШТ;107010200;700;7;ROH;;;
10302186;Секция Н18.37.43.02 к насосу КсВ;ШТ;107010200;1064;10;ROH;;;
10302187;Папка канц.Комус 172043, с ароч.мех.;ШТ;118020000;1161;10;ROH;;;
10302188;Корзина для бумаг сетчатая;ШТ;118100000;1150;10;ROH;;;
10302189;Задвижка флан. 30с41нж Ду50 Ру1,6 КОФ;КМП;106100000;700;7;ROH;;;
10302189;Задвижка флан. 30с41нж Ду50 Ру1,6 КОФ;КМП;106100000;1080;10;ROH;;;
10302190;Лампа Osram SL 30/26-735 G13;ШТ;101060000;700;7;ROH;;;
10302190;Лампа Osram SL 30/26-735 G13;ШТ;101060000;1061;10;ROH;;;
10302191;Ролики для касс и калькуляторов 20шт./уп;УПК;115020000;1163;10;ROH;;;
10302192;Валик полиамид малярный 150 мм;ШТ;118100000;1150;10;ROH;;;
10302193;Жилет женский синий с логотипом ТГК-1;ШТ;118100000;1150;10;ROH;;;
10302194;Гофрокороб Е1 (почт. короб) 220х185х50;ШТ;118020000;1161;10;ROH;;;
10302195;Эбонит круглый 50мм;КГ;113030000;700;7;ROH;;;
10302195;Эбонит круглый 50мм;КГ;113030000;1220;10;ROH;;;
10302196;Шестерня редуктора шлак-дробилки К9-84.К;ШТ;101040200;700;7;ROH;;;
10302196;Шестерня редуктора шлак-дробилки К9-84.К;ШТ;101040200;1061;10;ROH;;;
10302197;Кабель КВВГнг 4х4 ГОСТ 1508-78;КМ;102020000;700;7;ROH;;;
10302197;Кабель КВВГнг 4х4 ГОСТ 1508-78;КМ;102020000;1061;10;ROH;;;
10302198;Лоток верт. 3 отд сетчат, сборный, 255мм;ШТ;118020000;1161;10;ROH;;;
10302199;Сапоги ПВХ с защ.подн.р.43;ПАР;118090300;1140;10;ROH;;;
10302200;Шубка для валика искуств.мех;ШТ;118100000;1150;10;ROH;;;
10302201;Букса ч.205952;ШТ;107070200;700;7;ROH;;;
10302201;Букса ч.205952;ШТ;107070200;1064;10;ROH;;;
10302202;Вода питьевая глубокой очистки негазиров;ШТ;118070000;1200;10;ROH;;;
10302203;Антистеплер 6412 черный;ШТ;118020000;1161;10;ROH;;;
10302204;Кварцевый чехол RQ200 d=50х2,5мм L=865мм;ШТ;113010000;700;7;ROH;;;
10302204;Кварцевый чехол RQ200 d=50х2,5мм L=865мм;ШТ;113010000;1180;10;ROH;;;
10302205;Тонер-картридж HP CB383A;ШТ;115020000;1163;10;ROH;;;
10302206;Фильтр;ШТ;118100000;1150;10;ROH;;;
10302207;Реле РН-53/200 перед/пр;ШТ;102010000;700;7;ROH;;;
10302207;Реле РН-53/200 перед/пр;ШТ;102010000;1061;10;ROH;;;
10302208;Розетка электрическая РШ-2;ШТ;102040000;700;7;ROH;;;
10302208;Розетка электрическая РШ-2;ШТ;102040000;1061;10;ROH;;;
10302209;Сапоги рез.терм.р.41;ПАР;118090300;1140;10;ROH;;;
10302210;Клапан обрат. фланцев. 19ч16бр Ду400 Ру1;ШТ;106100000;700;7;ROH;;;
10302210;Клапан обрат. фланцев. 19ч16бр Ду400 Ру1;ШТ;106100000;1080;10;ROH;;;
10302211;Ванночка малярная пластик 350х350мм;ШТ;118100000;1150;10;ROH;;;
10302212;Инст-я по примен. и испытан.сре-в защиты;ШТ;118080000;1161;10;ROH;;;
10302213;Бланк Рапортичка распределителя работ;ШТ;118080000;1161;10;ROH;;;
10302214;Кольцо поршневое ВД8.218.036;ШТ;101010500;700;7;ROH;;;
10302214;Кольцо поршневое ВД8.218.036;ШТ;101010500;1061;10;ROH;;;
10302215;Ключ торцевой шестигр.Г-образный S12;ШТ;108010000;1130;10;ROH;;;
10302216;Радиатор Конрад РСВ 4-10-4П;ШТ;118120000;700;7;ROH;;;
10302216;Радиатор Конрад РСВ 4-10-4П;ШТ;118120000;1150;10;ROH;;;
10302217;Выкл.авт ВА 47-29 3р 3А D TDM;ШТ;101020100;700;7;ROH;;;
10302217;Выкл.авт ВА 47-29 3р 3А D TDM;ШТ;101020100;1061;10;ROH;;;
10302218;Масло Shell Turbo T-46;Л;104081000;1120;10;ROH;;;
10302219;Вкладыш подшипника ПТ60;ШТ;107010200;700;7;ROH;;;
10302219;Вкладыш подшипника ПТ60;ШТ;107010200;1064;10;ROH;;;
10302220;Подшипник 32615 ГОСТ 8328-75;ШТ;105080000;1062;10;ROH;;;
10302221;Щипцы Stalgast 422240 24см;ШТ;118100000;1150;10;ROH;;;
10302222;Лампа светодиодная СКЛ-14.3-КЛ-1-220;ШТ;101060000;700;7;ROH;;;
10302222;Лампа светодиодная СКЛ-14.3-КЛ-1-220;ШТ;101060000;1061;10;ROH;;;
10302223;Пожарная безопасность электроустановок;ШТ;118080000;1161;10;ROH;;;
10302224;Ввод высоковольтный ГМТА-45-110/630;ШТ;101010400;700;7;ROH;;;
10302224;Ввод высоковольтный ГМТА-45-110/630;ШТ;101010400;1061;10;ROH;;;
10302225;Сжим У733М/U733M (16-35*1,5-10 мм2);ШТ;102040000;700;7;ROH;;;
10302225;Сжим У733М/U733M (16-35*1,5-10 мм2);ШТ;102040000;1061;10;ROH;;;
10302226;Сетка тканая 0,25х0,25х0,12 латкнная;М2;105031000;1070;10;ROH;;;
10302227;Подшипник SKF 6205 2RS C3;ШТ;105080000;1062;10;ROH;;;
10302228;Уголь активированный ДАК;КГ;114060000;1040;10;ROH;;;
10302229;Дрель эл угловая DA 3010F Makita;ШТ;108010000;1130;10;ROH;;;
10302230;Малина 125г;УПК;118070000;1200;10;ROH;;;
10302231;Кольцо защитное 4к-12;ШТ;107010200;700;7;ROH;;;
10302231;Кольцо защитное 4к-12;ШТ;107010200;1064;10;ROH;;;
10302232;Плата масшт.тока VLT5152. Код:176F8309;ШТ;101080000;1061;10;ROH;;;
10302233;Суточная вед. Беломорской ГЭС (ГЭС-6) а4;ШТ;118080000;1161;10;ROH;;;
10302234;Отвод Ст.20 108х4 90 град.ГОСТ 17375-01;ШТ;106090000;700;7;ROH;;;
10302234;Отвод Ст.20 108х4 90 град.ГОСТ 17375-01;ШТ;106090000;1080;10;ROH;;;
10302235;СО Температура вспышки нефтеп. в ОТ +180;ФЛК;114020000;1050;10;ROH;;;
10302236;Кабель ЦААШв 3х50 ГОСТ 18410-73;М;102020000;700;7;ROH;;;
10302236;Кабель ЦААШв 3х50 ГОСТ 18410-73;М;102020000;1061;10;ROH;;;
10302237;Меркер пеинт(лак) EDDING E-791/1, 1-2 мм;ШТ;118020000;1161;10;ROH;;;
10302238;Клапан 935-250-0 Ду250 Ру23,5 привар.;ШТ;106100000;700;7;ROH;;;
10302238;Клапан 935-250-0 Ду250 Ру23,5 привар.;ШТ;106100000;1080;10;ROH;;;
10302239;Антифриз Cammins Filtration-RS ES;ШТ;109040000;700;7;ROH;;;
10302239;Антифриз Cammins Filtration-RS ES;ШТ;109040000;1210;10;ROH;;;
10302240;Плита DeLuxe 5004.14кр.с.;ШТ;118030000;1150;10;ROH;;;
10302241;Весы ВСП-15.2-3К;ШТ;118100000;1150;10;ROH;;;
10302242;Удлинитель электрический на катушке 30м;ШТ;118100000;1150;10;ROH;;;
10302243;Лапка стальных обойм ч. 61.7490.000;ШТ;107070200;700;7;ROH;;;
10302243;Лапка стальных обойм ч. 61.7490.000;ШТ;107070200;1064;10;ROH;;;
10302244;Труба 60х6 ч. 128251 исп. 2 правая;ШТ;107030300;700;7;ROH;;;
10302244;Труба 60х6 ч. 128251 исп. 2 правая;ШТ;107030300;1064;10;ROH;;;
10302245;Камера автомобильная 260х508 9.00-20;ШТ;109040000;700;7;ROH;;;
10302245;Камера автомобильная 260х508 9.00-20;ШТ;109040000;1210;10;ROH;;;
10302246;Золотник ч.А1650В;ШТ;107070200;700;7;ROH;;;
10302246;Золотник ч.А1650В;ШТ;107070200;1064;10;ROH;;;
10302247;Прокладка ЭКОТЕС ТГЛ-4 470х420х2,0;ШТ;113070000;1220;10;ROH;;;
10302248;Набор клейких закладок Post-it 12,7х44,5;ШТ;118020000;1161;10;ROH;;;
10302249;Светильник светодиодный Астарта СДП108Н-;ШТ;101060000;700;7;ROH;;;
10302249;Светильник светодиодный Астарта СДП108Н-;ШТ;101060000;1061;10;ROH;;;
10302250;Золотник ч.166934 БТ;ШТ;107070200;700;7;ROH;;;
10302250;Золотник ч.166934 БТ;ШТ;107070200;1064;10;ROH;;;
10302251;Кольцо уплотнительное 2501-12-181-01;ШТ;113070000;1220;10;ROH;;;
10302252;Задвижка ЧЗМ.10.02.225-ПЭ Ду225 Ру23,5;ШТ;106100000;700;7;ROH;;;
10302252;Задвижка ЧЗМ.10.02.225-ПЭ Ду225 Ру23,5;ШТ;106100000;1080;10;ROH;;;
10302253;Набор настольный на деревянной подставке;ШТ;118020000;1161;10;ROH;;;
10302254;Стабилизатор в сборе;ШТ;109040000;700;7;ROH;;;
10302254;Стабилизатор в сборе;ШТ;109040000;1210;10;ROH;;;
10302255;Сталь лист. г/к 20,0-Ст.3сп5;Т;105010000;700;7;ROH;;;
10302255;Сталь лист. г/к 20,0-Ст.3сп5;Т;105010000;1070;10;ROH;;;
10302256;Фланец 2200х1800 клапана 04 ПГВУ 299-80;ШТ;105060000;1070;10;ROH;;;
10302257;Трубка вакуумная 16х4;КГ;113030000;700;7;ROH;;;
10302257;Трубка вакуумная 16х4;КГ;113030000;1220;10;ROH;;;
10302258;Кабель с разъемом код 861;ШТ;115060000;700;7;ROH;;;
10302258;Кабель с разъемом код 861;ШТ;115060000;1163;10;ROH;;;
10302259;Лестница веревочная ЛВС-12;ШТ;108010000;1130;10;ROH;;;
10302260;Пост кнопочный ПКЕ 112/2;ШТ;101020500;700;7;ROH;;;
10302260;Пост кнопочный ПКЕ 112/2;ШТ;101020500;1061;10;ROH;;;
10302261;Горизонтальная анкерная линия Camp 5-30m;ШТ;116010000;700;7;ROH;;;
10302261;Горизонтальная анкерная линия Camp 5-30m;ШТ;116010000;1130;10;ROH;;;
10302262;"WIELAND сечение 2Х9 MKD25HA002A/302";М;107090200;700;7;ROH;;;
10302262;"WIELAND сечение 2Х9 MKD25HA002A/302";М;107090200;1064;10;ROH;;;
10302263;Круглогубцы 165 мм;ШТ;108010000;1130;10;ROH;;;
10302264;Комбинезон х/б мужской 182-188/48-50;ШТ;118090100;1140;10;ROH;;;
10302265;Контактор IEK КМИ-22510 25А 230В/АС3 1НО;ШТ;101020400;700;7;ROH;;;
10302265;Контактор IEK КМИ-22510 25А 230В/АС3 1НО;ШТ;101020400;1061;10;ROH;;;
10302266;"Датчик ИП-120 длина кабеля, м: 10";ШТ;111010000;700;7;ROH;;;
10302266;"Датчик ИП-120 длина кабеля, м: 10";ШТ;111010000;1062;10;ROH;;;
